Prefix,URI
ad,http://schemas.talis.com/2005/address/schema#
address,http://schemas.talis.com/2005/address/schema#
wfs,http://schemas.opengis.net/wfs/
ndl,http://schemas.ogf.org/nml/2013/05/base#
imm,http://schemas.microsoft.com/imm/
wkd,http://schema.wolterskluwer.de/
odrs,http://schema.theodi.org/odrs#
schema,http://schema.org/
cts2,http://schema.omg.org/spec/CTS2/1.0/
saxon,http://saxon.sf.net/
sro,http://salt.semanticauthoring.org/ontologies/sro#
sdo,http://salt.semanticauthoring.org/ontologies/sdo#
sao,http://salt.semanticauthoring.org/ontologies/sao#
zem,http://s.zemanta.com/ns#
dwc,http://rs.tdwg.org/dwc/terms/
rpubl,http://rinfo.lagrummet.se/ns/2008/11/rinfo/publ#
conf,http://richard.cyganiak.de/2007/pubby/config.rdf#
kontakt,http://richard.cyganiak.de/
co,http://rhizomik.net/ontologies/copyrightonto.owl#
copyright,http://rhizomik.net/ontologies/copyrightonto.owl#
cro,http://rhizomik.net/ontologies/copyrightonto.owl#
mpeg7,http://rhizomik.net/ontologies/2005/03/Mpeg7-2001.owl#
thors,http://resource.geosciml.org/ontology/timescale/thors#
gts,http://resource.geosciml.org/ontology/timescale/gts#
resex,http://resex.rkbexplorer.com/ontologies/resex#
pronom,http://reference.data.gov.uk/technical-registry/
payment,http://reference.data.gov.uk/def/payment#
parl,http://reference.data.gov.uk/def/parliament/
odv,http://reference.data.gov.uk/def/organogram/
interval,http://reference.data.gov.uk/def/intervals/
intervals,http://reference.data.gov.uk/def/intervals/
cgov,http://reference.data.gov.uk/def/central-government/
reegle,http://reegle.info/schema#
session,http://redfoot.net/2005/session#
rdafrbr,http://rdvocab.info/uri/schema/FRBRentitiesRDA/
rdamedia,http://rdvocab.info/termList/RDAMediaType/
rdacontent,http://rdvocab.info/termList/RDAContentType/
rdacarrier,http://rdvocab.info/termList/RDACarrierType/
rdarole,http://rdvocab.info/roles/
rdarel,http://rdvocab.info/RDARelationshipsWEMI/
rdrel,http://rdvocab.info/RDARelationshipsWEMI/
rdag3,http://rdvocab.info/ElementsGr3/
rdag2,http://rdvocab.info/ElementsGr2/
rda,http://rdvocab.info/elements/
rdag1,http://rdvocab.info/Elements/
rdagr1,http://rdvocab.info/Elements/
ruto,http://rdfunit.aksw.org/ns/core#
sioct,http://rdfs.org/sioc/types#
sioctypes,http://rdfs.org/sioc/types#
tsioc,http://rdfs.org/sioc/types#
siocserv,http://rdfs.org/sioc/services#
sioc,http://rdfs.org/sioc/ns#
arg,http://rdfs.org/sioc/argument#
sioca,http://rdfs.org/sioc/actions#
void,http://rdfs.org/ns/void#
voidext,http://rdfs.org/ns/void-ext#
bevon,http://rdfs.co/bevon/
rlnr,http://rdflivenews.aksw.org/resource/
rlno,http://rdflivenews.aksw.org/ontology/
rdf123,http://rdf123.umbc.edu/ns/
vocab,http://rdf.ontology2.com/vocab#
onisep,http://rdf.onisep.fr/resource/
snarm,http://rdf.myexperiment.org/ontologies/snarm/
meb,http://rdf.myexperiment.org/ontologies/base/
naval,http://rdf.muninn-project.org/ontologies/naval#
mil,http://rdf.muninn-project.org/ontologies/military#
jp1,http://rdf.muninn-project.org/ontologies/jp1/
graves,http://rdf.muninn-project.org/ontologies/graves#
aos,http://rdf.muninn-project.org/ontologies/appearances#
igeo,http://rdf.insee.fr/def/geo#
idemo,http://rdf.insee.fr/def/demo#
geosp,http://rdf.geospecies.org/ont/geospecies#
geospecies,http://rdf.geospecies.org/ont/geospecies#
obsm,http://rdf.geospecies.org/methods/observationMethod#
fbgeo,http://rdf.freebase.com/ns/location/geocode/
fb,http://rdf.freebase.com/ns/
freebase,http://rdf.freebase.com/ns/
ecs,http://rdf.ecs.soton.ac.uk/ontology/ecs#
zoomaterms,http://rdf.ebi.ac.uk/vocabulary/zooma/
rdfdata,http://rdf.data-vocabulary.org/rdf.xml#
dv,http://rdf.data-vocabulary.org/#
gd,http://rdf.data-vocabulary.org/#
gv,http://rdf.data-vocabulary.org/#
rich,http://rdf.data-vocabulary.org/
aapi,http://rdf.alchemyapi.com/rdf/v1/s/aapi-schema#
alchemy,http://rdf.alchemyapi.com/rdf/v1/s/aapi-schema#
disco,http://rdf-vocabulary.ddialliance.org/discovery#
rdaw,http://rdaregistry.info/Elements/w/
rdau,http://rdaregistry.info/Elements/u/
rdam,http://rdaregistry.info/Elements/m/
rdai,http://rdaregistry.info/Elements/i/
rdae,http://rdaregistry.info/Elements/e/
rdac,http://rdaregistry.info/Elements/c/
rdaa,http://rdaregistry.info/Elements/a/
doac,http://ramonantonio.net/doac/0.1/#
unit,http://qudt.org/vocab/unit#
qud,http://qudt.org/1.1/schema/qudt#
qudt,http://qudt.org/1.1/schema/qudt#
uniprot,http://purl.uniprot.org/core/
xtypes,http://purl.org/xtypes/
xro,http://purl.org/xro/ns#
wfprov,http://purl.org/wf4ever/wfprov#
wfdesc,http://purl.org/wf4ever/wfdesc#
wf4ever,http://purl.org/wf4ever/wf4ever#
roterms,http://purl.org/wf4ever/roterms#
roevo,http://purl.org/wf4ever/roevo#
uni,http://purl.org/weso/uni/uni.html#
cex,http://purl.org/weso/ontology/computex#
scowt,http://purl.org/weso/ontologies/scowt#
cpv,http://purl.org/weso/cpv/
won,http://purl.org/webofneeds/model#
wai,http://purl.org/wai#
vvo,http://purl.org/vvo/ns#
vso,http://purl.org/vso/ns#
voaf,http://purl.org/vocommons/voaf#
wordnet,http://purl.org/vocabularies/princeton/wordnet/schema#
wn30,http://purl.org/vocabularies/princeton/wn30/
amalgame,http://purl.org/vocabularies/amalgame#
vann,http://purl.org/vocab/vann/
sdl,http://purl.org/vocab/riro/sdl#
gpt,http://purl.org/vocab/riro/gpt#
ddl,http://purl.org/vocab/riro/ddl#
resource,http://purl.org/vocab/resourcelist/schema#
ref,http://purl.org/vocab/relationship/
rel,http://purl.org/vocab/relationship/
psych,http://purl.org/vocab/psychometric-profile/
part,http://purl.org/vocab/participation/schema#
particip,http://purl.org/vocab/participation/schema#
role,http://purl.org/vocab/participation/schema#
lcy,http://purl.org/vocab/lifecycle/schema#
lifecycle,http://purl.org/vocab/lifecycle/schema#
frbre,http://purl.org/vocab/frbr/extended#
frbr,http://purl.org/vocab/frbr/core#
frbrcore,http://purl.org/vocab/frbr/core#
cs,http://purl.org/vocab/changeset/schema#
bio,http://purl.org/vocab/bio/0.1/
aiiso,http://purl.org/vocab/aiiso/schema#
vrank,http://purl.org/voc/vrank#
ling,http://purl.org/voc/ling/
viso,http://purl.org/viso/
hcard,http://purl.org/uF/hCard/terms/
hcterms,http://purl.org/uF/hCard/terms/
uco,http://purl.org/uco/ns#
vsr,http://purl.org/twc/vocab/vsr#
graffle,http://purl.org/twc/vocab/vsr/graffle#
pvcs,http://purl.org/twc/vocab/pvcs#
od,http://purl.org/twc/vocab/opendap#
goef,http://purl.org/twc/vocab/goef#
datafaqs,http://purl.org/twc/vocab/datafaqs#
crv,http://purl.org/twc/vocab/datacarver#
xt,http://purl.org/twc/vocab/cross-topix#
conv,http://purl.org/twc/vocab/conversion/
conversion,http://purl.org/twc/vocab/conversion/
centrifuge,http://purl.org/twc/vocab/centrifuge#
bte,http://purl.org/twc/vocab/between-the-edges/
twaapi,http://purl.org/twc/vocab/aapi-schema#
frir,http://purl.org/twc/ontology/frir.owl#
cdm,http://purl.org/twc/ontology/cdm.owl#
identity,http://purl.org/twc/ontologies/identity.owl#
cmo,http://purl.org/twc/ontologies/cmo.owl#
agg,http://purl.org/twc/health/vocab/aggregate/
health,http://purl.org/twc/health/vocab/
hints2005,http://purl.org/twc/cabig/model/HINTS2005-1.owl#
tripfs2,http://purl.org/tripfs/2010/06#
tripfs,http://purl.org/tripfs/2010/02#
tio,http://purl.org/tio/ns#
theatre,http://purl.org/theatre#
telmap,http://purl.org/telmap/
telix,http://purl.org/telix#
tcga,http://purl.org/tcga/core#
dr,http://purl.org/swan/2.0/discourse-relationships/
swanco,http://purl.org/swan/1.2/swan-commons/
swanq,http://purl.org/swan/1.2/qualifiers/
swanqs,http://purl.org/swan/1.2/qualifiers/
swanpav,http://purl.org/swan/1.2/pav/
swandr,http://purl.org/swan/1.2/discourse-relationships/
swande,http://purl.org/swan/1.2/discourse-elements/
swanci,http://purl.org/swan/1.2/citations/
swanag,http://purl.org/swan/1.2/agents/
rev,http://purl.org/stuff/rev#
prj,http://purl.org/stuff/project/
scoro,http://purl.org/spar/scoro/
pwo,http://purl.org/spar/pwo/
pso,http://purl.org/spar/pso/
fabio,http://purl.org/spar/fabio/
doco,http://purl.org/spar/doco/
deo,http://purl.org/spar/deo/
dcite,http://purl.org/spar/datacite/
cito,http://purl.org/spar/cito/
c4o,http://purl.org/spar/c4o/
biro,http://purl.org/spar/biro/
sig,http://purl.org/signature#
sc,http://purl.org/science/owl/sciencecommons/
rvl,http://purl.org/rvl/
taxo,http://purl.org/rss/1.0/modules/taxonomy/
content,http://purl.org/rss/1.0/modules/content/
rss,http://purl.org/rss/1.0/
tmpl,http://purl.org/restdesc/http-template#
req,http://purl.org/req/
reco,http://purl.org/reco#
rdo,http://purl.org/rdo/ns#
stats,http://purl.org/rdfstats/stats#
provone,http://purl.org/provone#
w3po,http://purl.org/provenance/w3p/w3po#
prog,http://purl.org/prog/
pc,http://purl.org/procurement/public-contracts#
pco,http://purl.org/procurement/public-contracts#
pccz,http://purl.org/procurement/public-contracts-czech#
pav,http://purl.org/pav/
oslo,http://purl.org/oslo/ns/localgov#
oo,http://purl.org/openorg/
omt,http://purl.org/ontomedia/ext/common/trait#
omp,http://purl.org/ontomedia/ext/common/profession#
omc,http://purl.org/ontomedia/ext/common/bestiary#
being,http://purl.org/ontomedia/ext/common/being#
omb,http://purl.org/ontomedia/ext/common/being#
spc,http://purl.org/ontomedia/core/space#
omm,http://purl.org/ontomedia/core/media#
ome,http://purl.org/ontomedia/core/expression#
wlo,http://purl.org/ontology/wo/
wo,http://purl.org/ontology/wo/
wi,http://purl.org/ontology/wi/core#
so,http://purl.org/ontology/symbolic-music/
nsl,http://purl.org/ontology/storyline/
stories,http://purl.org/ontology/stories/
ssso,http://purl.org/ontology/ssso#
musim,http://purl.org/ontology/similarity/
sim,http://purl.org/ontology/similarity/
service,http://purl.org/ontology/service#
sco,http://purl.org/ontology/sco#
rec,http://purl.org/ontology/rec/core#
prvr,http://purl.org/ontology/prv/rules#
pr,http://purl.org/ontology/prv/core#
po,http://purl.org/ontology/po/
places,http://purl.org/ontology/places#
place,http://purl.org/ontology/places/
pbo,http://purl.org/ontology/pbo/core#
paia,http://purl.org/ontology/paia#
olo,http://purl.org/ontology/olo/core#
myspace,http://purl.org/ontology/myspace#
myspo,http://purl.org/ontology/myspace#
mit,http://purl.org/ontology/mo/mit#
mo,http://purl.org/ontology/mo/
gob,http://purl.org/ontology/last-fm/
lastfm,http://purl.org/ontology/last-fm/
lfm,http://purl.org/ontology/last-fm/
ist,http://purl.org/ontology/is/types/
isq,http://purl.org/ontology/is/quality/
isi,http://purl.org/ontology/is/inst/
is,http://purl.org/ontology/is/core#
iron,http://purl.org/ontology/iron#
holding,http://purl.org/ontology/holding#
gbv,http://purl.org/ontology/gbv/
ecpo,http://purl.org/ontology/ecpo#
dso,http://purl.org/ontology/dso#
daiaserv,http://purl.org/ontology/daia/Service/
daia,http://purl.org/ontology/daia/
cosmo,http://purl.org/ontology/cosmo#
chord,http://purl.org/ontology/chord/
ccom,http://purl.org/ontology/cco/mappings#
cco,http://purl.org/ontology/cco/core#
bibo,http://purl.org/ontology/bibo/
ao,http://purl.org/ontology/ao/core#
af,http://purl.org/ontology/af/
omapi,http://purl.org/omapi/0.2/#
oliasystem,http://purl.org/olia/system.owl#
stanford,http://purl.org/olia/stanford.owl#
penn,http://purl.org/olia/penn.owl#
olia,http://purl.org/olia/olia.owl#
mtecore,http://purl.org/olia/mte/multext-east.owl#
qb4o,http://purl.org/olap#
oboso,http://purl.org/obo/owl/SO#
ro,http://purl.org/obo/owl/ro#
ncbitaxon,http://purl.org/obo/owl/NCBITaxon#
ms,http://purl.org/obo/owl/MS#
nxp,http://purl.org/nxp/schema/v1/
meteo,http://purl.org/ns/meteo#
yoda,http://purl.org/NET/yoda#
wro,http://purl.org/net/wf4ever/ro#
wfm,http://purl.org/net/wf-motifs#
visit,http://purl.org/net/vocab/2004/07/visit#
label,http://purl.org/net/vocab/2004/03/label#
vgo,http://purl.org/net/vgo#
videogame,http://purl.org/net/vgo#
uri,http://purl.org/NET/uri#
scovo,http://purl.org/NET/scovo#
scv,http://purl.org/NET/scovo#
space,http://purl.org/net/schemas/space/
scsv,http://purl.org/NET/schema-org-csv#
rulz,http://purl.org/NET/rulz#
money,http://purl.org/net/rdf-money/
puc,http://purl.org/NET/puc#
prvt,http://purl.org/net/provenance/types#
prvtypes,http://purl.org/net/provenance/types#
hartigprov,http://purl.org/net/provenance/ns#
prv,http://purl.org/net/provenance/ns#
prviv,http://purl.org/net/provenance/integrity#
plo,http://purl.org/net/po#
ping,http://purl.org/net/pingback/
pingback,http://purl.org/net/pingback/
ordf,http://purl.org/NET/ordf/
xslopm,http://purl.org/net/opmv/types/xslt#
gridworks,http://purl.org/net/opmv/types/gridworks#
opmv,http://purl.org/net/opmv/ns#
wordmap,http://purl.org/net/ns/wordmap#
ont,http://purl.org/net/ns/ontology-annot#
mime,http://purl.org/NET/mediatypes/
lx,http://purl.org/NET/lx#
lio,http://purl.org/net/lio#
ldap,http://purl.org/net/ldap/
hifm,http://purl.org/net/hifm/data#
soc,http://purl.org/net/hdlipcores/ontology/soc#
evident,http://purl.org/net/evident#
dssn,http://purl.org/net/dssn/
ddc,http://purl.org/NET/decimalised#
dady,http://purl.org/NET/dady#
compass,http://purl.org/net/compass#
cis,http://purl.org/NET/cloudisus#
cidoccrm,http://purl.org/NET/cidoc-crm/core#
timeline,http://purl.org/NET/c4dm/timeline.owl#
tl,http://purl.org/NET/c4dm/timeline.owl#
keys,http://purl.org/NET/c4dm/keys.owl#
c4dm,http://purl.org/NET/c4dm/event.owl#
event,http://purl.org/NET/c4dm/event.owl#
book,http://purl.org/NET/book/vocab#
biordf,http://purl.org/net/biordfmicroarray/ns#
zoology,http://purl.org/NET/biol/zoology#
biol,http://purl.org/NET/biol/ns#
botany,http://purl.org/NET/biol/botany#
biblio,http://purl.org/net/biblio#
acc,http://purl.org/NET/acc#
muto,http://purl.org/muto/core#
media,http://purl.org/microformat/hmedia/
ufmedia,http://purl.org/microformat/hmedia/
dsp,http://purl.org/metainfo/terms/dsp#
video,http://purl.org/media/video#
audio,http://purl.org/media/audio#
cao,http://purl.org/makolab/caont/
locwd,http://purl.org/locwd/schema#
lv,http://purl.org/lobid/lv#
lyou,http://purl.org/linkingyou/
xkos,http://purl.org/linked-data/xkos#
sdmx,http://purl.org/linked-data/sdmx#
sdmxd,http://purl.org/linked-data/sdmx/2009/dimension#
sdmxdim,http://purl.org/linked-data/sdmx/2009/dimension#
sdmxa,http://purl.org/linked-data/sdmx/2009/attribute#
cube,http://purl.org/linked-data/cube#
qb,http://purl.org/linked-data/cube#
api,http://purl.org/linked-data/api/vocab#
apivc,http://purl.org/linked-data/api/vocab#
lda,http://purl.org/linked-data/api/vocab#
gold,http://purl.org/linguistics/gold/
limoo,http://purl.org/LiMo/0.1/
lib,http://purl.org/library/
library,http://purl.org/library/
lex,http://purl.org/lex#
lexcz,http://purl.org/lex/cz#
lofv,http://purl.org/legal_form/vocab#
iso,http://purl.org/iso25964/skos-thes#
isothes,http://purl.org/iso25964/skos-thes#
inno,http://purl.org/innovation/ns#
ru,http://purl.org/imbi/ru-meta.owl#
ibis,http://purl.org/ibis#
pat,http://purl.org/hpi/patchr#
pro,http://purl.org/hpi/patchr#
dicom,http://purl.org/healthcarevocab/v1#
gr,http://purl.org/goodrelations/v1#
germplasm,http://purl.org/germplasm/terms#
geovoid,http://purl.org/geovocamp/ontology/geovoid/
gnvc,http://purl.org/gc/
food,http://purl.org/foodontology#
fincaselaw,http://purl.org/finlex/schema/oikeus/
finlaw,http://purl.org/finlex/schema/laki/
fab,http://purl.org/fab/ns#
dsn,http://purl.org/dsnotify/vocab/eventset/
dqm,http://purl.org/dqm-vocabulary/v1/dqm#
dita,http://purl.org/dita/ns#
derecho,http://purl.org/derecho#
dct,http://purl.org/dc/terms/
dcterm,http://purl.org/dc/terms/
dcterms,http://purl.org/dc/terms/
purl,http://purl.org/dc/terms/
dcq,http://purl.org/dc/qualifiers/1.0/
dc,http://purl.org/dc/elements/1.1/
dc11,http://purl.org/dc/elements/1.1/
dce,http://purl.org/dc/elements/1.1/
dcmit,http://purl.org/dc/dcmitype/
dcmitype,http://purl.org/dc/dcmitype/
dctype,http://purl.org/dc/dcmitype/
dctypes,http://purl.org/dc/dcmitype/
dcam,http://purl.org/dc/dcam/
dn,http://purl.org/datanode/ns/
elec,http://purl.org/ctic/sector-publico/elecciones#
ctorg,http://purl.org/ctic/infraestructuras/organizacion#
emp,http://purl.org/ctic/empleo/oferta#
ds,http://purl.org/ctic/dcat#
csm,http://purl.org/csm/1.0#
coin,http://purl.org/court/def/2009/coin#
coo,http://purl.org/coo/ns#
cold,http://purl.org/configurationontology#
com,http://purl.org/commerce#
product,http://purl.org/commerce/product#
pay,http://purl.org/commerce/payment#
ccard,http://purl.org/commerce/creditcard#
coll,http://purl.org/co/
cld,http://purl.org/cld/terms/
cdtype,http://purl.org/cld/cdtype/
frapo,http://purl.org/cerif/frapo/
carfo,http://purl.org/carfo#
cv,http://purl.org/captsolo/resume-rdf/0.2/cv#
cvbase,http://purl.org/captsolo/resume-rdf/0.2/base#
biotop,http://purl.org/biotop/biotop.owl#
taxon,http://purl.org/biodiversity/taxon/
b2bo,http://purl.org/b2bo#
asn,http://purl.org/ASN/schema/core/
arch,http://purl.org/archival/vocab/arch#
arecipe,http://purl.org/amicroformat/arecipe/
admssw,http://purl.org/adms/sw/
acco,http://purl.org/acco/ns#
accom,http://purl.org/acco/ns#
metadata,http://purl.oreilly.com/ns/meta/
pois,http://purl.oclc.org/POIS/vcblr#
ssn,http://purl.oclc.org/NET/ssnx/ssn#
qu,http://purl.oclc.org/NET/ssnx/qu/qu#
aws,http://purl.oclc.org/NET/ssnx/meteo/aws#
sism,http://purl.oclc.org/NET/sism/0.1/
bibtex,http://purl.oclc.org/NET/nknouf/ns/bibtex#
mvco,http://purl.oclc.org/NET/mvco.owl#
muo,http://purl.oclc.org/NET/muo/muo#
lldr,http://purl.oclc.org/NET/lldr/ns#
ldr,http://purl.oclc.org/NET/ldr/ns#
iao,http://purl.obolibrary.org/obo/iao.owl#
bco,http://purl.obolibrary.org/obo/bco.owl#
ero,http://purl.obolibrary.org/obo/
obo,http://purl.obolibrary.org/obo/
pobo,http://purl.obolibrary.org/obo/
edam,http://purl.bioontology.org/ontology/EDAM/
psh,http://psh.techlib.cz/skos/
pml,http://provenanceweb.org/ns/pml#
w3p,http://prov4j.org/w3p/
protons,http://proton.semanticweb.org/2005/04/protons#
protege,http://protege.stanford.edu/system#
protegedc,http://protege.stanford.edu/plugins/owl/dc/protege-dc.owl#
acrt,http://privatealpha.com/ontology/certification/1#
pam,http://prismstandard.org/namespaces/pam/2.0/
prism21,http://prismstandard.org/namespaces/basic/2.1/
prism,http://prismstandard.org/namespaces/basic/2.0/
nsogi,http://prefix.cc/nsogi:
prefix,http://prefix.cc/
posh,http://poshrdf.org/ns/posh/
pkmn,http://pokedex.dataincubator.org/pkm/
poder,http://poderopedia.com/vocab/
swh,http://plugin.org.uk/swh-plugins/
ple,http://pleiades.stoa.org/places/
pkgsrc,http://pkgsrc.co/schema#
phil,http://philosurfical.open.ac.uk/ontology/philosurfical.owl/
rlog,http://persistence.uni-leipzig.org/nlp2rdf/ontologies/rlog#
nif,http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#
penis,http://penis.to/#
shw,http://paul.staroch.name/thesis/SmartHomeWeather.owl#
of,http://owlrep.eu01.aws.af.cm/fridge#
refe,http://orion.tw.rpi.edu/~xgmatwc/refe/
origins,http://origins.link/
openskos,http://openskos.org/xmlns#
opm,http://openprovenance.org/ontology#
oprovo,http://openprovenance.org/ontology#
opmo,http://openprovenance.org/model/opmo#
fct,http://openlinksw.com/services/facets/1.0/
oat,http://openlinksw.com/schemas/oat/
opl,http://openlinksw.com/schema/attribution#
olad,http://openlad.org/vocab#
okg,http://openknowledgegraph.org/ontology/
og,http://opengraphprotocol.org/schema/
ogorg,http://opengraph.org/schema/
ean,http://openean.kaufkauf.net/id/
oarj,http://opendepot.org/reference/linked/1.0/
odcs,http://opendata.cz/infrastructure/odcleanstore/
om,http://opendata.caceres.es/def/ontomunicipio#
oc,http://opencoinage.org/rdf/
open,http://open.vocab.org/terms/
ov,http://open.vocab.org/terms/
crtv,http://open-services.net/ns/crtv#
oslc,http://open-services.net/ns/core#
bp,http://open-services.net/ns/basicProfile#
unspsc,http://ontoview.org/schema/unspsc/1#
steel,http://ontorule-project.eu/resources/steel-30#
galaksiya,http://ontoloji.galaksiya.com/vocab/
odp,http://ontologydesignpatterns.org/
cbase,http://ontologycentral.com/2010/05/cb/vocab#
estatwrap,http://ontologycentral.com/2009/01/eurostat/ns#
itsmo,http://ontology.it/itsmo/v1#
irsteaont,http://ontology.irstea.fr/weather/ontology#
irstea,http://ontology.irstea.fr/
dl,http://ontology.ip.rm.cnr.it/ontologies/DOLCE-Lite#
pdo,http://ontologies.smile.deri.ie/pdo#
memo,http://ontologies.smile.deri.ie/2009/02/27/memo#
out,http://ontologies.hypios.com/out#
eztag,http://ontologies.ezweb.morfeo-project.org/eztag/ns#
ezcontext,http://ontologies.ezweb.morfeo-project.org/ezcontext/ns#
status,http://ontologi.es/status#
sparql,http://ontologi.es/sparql#
rail,http://ontologi.es/rail/vocab#
profiling,http://ontologi.es/profiling#
like,http://ontologi.es/like#
lang,http://ontologi.es/lang/core#
giving,http://ontologi.es/giving#
dbug,http://ontologi.es/doap-bugs#
days,http://ontologi.es/days#
oj,http://ontojob.at/
opo,http://online-presence.net/opo/ns#
omv,http://omv.ontoware.org/2005/05/ontology#
omdoc,http://omdoc.org/ontology/
ok,http://okkam.org/terms#
ogp,http://ogp.me/ns#
article,http://ogp.me/ns/article#
oecd,http://oecd.270a.info/dataset/
tisc,http://observedchange.com/tisc/ns#
moac,http://observedchange.com/moac/ns#
oboro,http://obofoundry.org/ro/ro.owl#
xch,http://oanda2rdf.appspot.com/xch/
nuts,http://nuts.psi.enakting.org/id/BE335/doc/
tavprov,http://ns.taverna.org.uk/2012/tavernaprov/
scufl2,http://ns.taverna.org.uk/2010/scufl2#
wapp,http://ns.rww.io/wapp#
phss,http://ns.poundhill.com/phss/1.0/
site,http://ns.ontowiki.net/SysOnt/Site/
sysont,http://ns.ontowiki.net/SysOnt/
npg,http://ns.nature.com/terms/
npgg,http://ns.nature.com/graphs/
npgx,http://ns.nature.com/extensions/
npgd,http://ns.nature.com/datasets/
wm,http://ns.inria.fr/webmarks#
s4ac,http://ns.inria.fr/s4ac/v2#
r4ta,http://ns.inria.fr/ratio4ta/v1#
prissma,http://ns.inria.fr/prissma/v1#
nt,http://ns.inria.fr/nicetag/2010/09/09/voc#
ntag,http://ns.inria.fr/nicetag/2010/09/09/voc#
l4lod,http://ns.inria.fr/l4lod/v2/
emoca,http://ns.inria.fr/emoca#
emotion,http://ns.inria.fr/emoca#
sql,http://ns.inria.fr/ast/sql#
smg,http://ns.cerise-project.nl/energy/def/cim-smartgrid#
tac,http://ns.bergnet.org/tac/0.1/triple-access-control#
shv,http://ns.aksw.org/spatialHierarchy/
scms,http://ns.aksw.org/scms/annotations/
evopat,http://ns.aksw.org/Evolution/
xmp,http://ns.adobe.com/xap/1.0/
photoshop,http://ns.adobe.com/photoshop/1.0/
str,http://nlp2rdf.lod2.eu/schema/string/
sso,http://nlp2rdf.lod2.eu/schema/sso/
mte,http://nl.ijs.si/ME/owl/
nidm,http://nidm.nidash.org/
nerd,http://nerd.eurecom.fr/ontology#
dcndl,http://ndl.go.jp/dcndl/terms/
myprefix,http://myprefix.org/
music,http://musicontology.com/
premis,http://multimedialab.elis.ugent.be/users/samcoppe/ontologies/Premis/premis.owl#
nsa,http://multimedialab.elis.ugent.be/organon/ontologies/ninsuna#
okkam,http://models.okkam.org/ENS-core-vocabulary#
ens,http://models.okkam.org/ENS-core-vocabulary.owl#
moat,http://moat-project.org/ns#
cf,http://mmisw.org/ont/cf/parameter/
qvoc,http://mlode.nlp2rdf.org/quranvocab#
mged,http://mged.sourceforge.net/ontologies/MGEDOntology.owl#
rdarel2,http://metadataregistry.org/uri/schema/RDARelationshipsGR2/
physo,http://merlin.phys.uni.lodz.pl/onto/physo/physo.owl#
pom,http://maven.apache.org/POM/4.0.0#
roadmap,http://mappings.roadmap.org/
mohammad,http://manesht.ir/
trackback,http://madskills.com/public/xml/rss/module/trackback/
fls,http://lukasblaho.sk/football_league_schema#
lomvoc,http://ltsc.ieee.org/rdf/lomv1p0/vocabulary#
lom,http://ltsc.ieee.org/rdf/lomv1p0/lom#
opus,http://lsdis.cs.uga.edu/projects/semdis/opus#
loted,http://loted.eu/ontology#
ll,http://lodlaundromat.org/resource/
llo,http://lodlaundromat.org/ontology/
llm,http://lodlaundromat.org/metrics/ontology/
lod2,http://lod2.eu/schema/
oad,http://lod.xdams.org/reload/oad/
ses,http://lod.taxonconcept.org/ses/
txn,http://lod.taxonconcept.org/ontology/txn.owl#
scip,http://lod.taxonconcept.org/ontology/sci_people.owl#
mammal,http://lod.taxonconcept.org/ontology/p01/Mammalia/index.owl#
gesis,http://lod.gesis.org/lodpilot/ALLBUS/vocab.rdf#
bag,http://lod.geodan.nl/vocab/bag#
bsb,http://lod.b3kat.de/title/
lodac,http://lod.ac/ns/lodac#
teach,http://linkedscience.org/teach/ns#
lsc,http://linkedscience.org/lsc/ns#
lr,http://linkedrecipes.org/schema/
recipe,http://linkedrecipes.org/schema/
mm,http://linkedmultimedia.org/sparql-mm/functions#
mmt,http://linkedmultimedia.org/sparql-mm/functions/temporal#
lgd,http://linkedgeodata.org/vocabulary#
lgdo,http://linkedgeodata.org/ontology/
lgv,http://linkedgeodata.org/ontology/
lode,http://linkedevents.org/ontology/
life,http://life.deri.ie/schema/
lexvo,http://lexvo.org/ontology#
lvont,http://lexvo.org/ontology#
oils,http://lemon-model.net/oils#
vext,http://ldf.fi/void-ext#
lp,http://launchpad.net/rdf/launchpad#
xl,http://langegger.at/xlwrap/vocab#
ends,http://labs.mondeca.com/vocab/endpointStatus#
l4a,http://labels4all.info/ns/
puelia,http://kwijibo.talis.com/vocabs/puelia#
kwijibo,http://kwijibo.talis.com/
kw,http://kwantu.net/kw/
gelo,http://krauthammerlab.med.yale.edu/ontologies/gelo#
provenir,http://knoesis.wright.edu/provenir/provenir.owl#
ecos,http://kmm.lboro.ac.uk/ecos/1.0#
spfood,http://kmi.open.ac.uk/projects/smartproducts/ontologies/food.owl#
no,http://km.aifb.kit.edu/projects/numbers/number#
kdo,http://kdo.render-project.eu/kdo#
greg,http://kasei.us/about/foaf.xrdf#
dbnary,http://kaiko.getalp.org/dbnary#
kai,http://kai.uni-kiel.de/
app,http://jmvanel.free.fr/ontology/software_applications.n3#
mp,http://jicamaro.info/mp#
eye,http://jena.hpl.hp.com/Eyeball#
pf,http://jena.hpl.hp.com/ARQ/property#
afn,http://jena.hpl.hp.com/ARQ/function#
tdb,http://jena.hpl.hp.com/2008/tdb#
msm,http://iserve.kmi.open.ac.uk/ns/msm#
hr,http://iserve.kmi.open.ac.uk/ns/hrests#
rnews,http://iptc.org/std/rNews/2011-10-07#
eui,http://institutions.publicdata.eu/#
cmdm,http://infra.clarin.eu/cmd/
dco,http://info.deepcarbon.net/schema#
